no_mitra,id_posisi,nama_posisi,nama_mitra,id_mitra,nama_kegiatan,kuota_posisi,lokasi_kerja,tipe_aktivitas,url_logo
1409,5c73afcf-647a-11ed-8ebb-320b4c7afbe7,Machinery Engineer,Methanol Plant,855bad44-e400-4a84-9210-e1444742fb9b,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
1410,72509b1e-812f-11ed-979c-f6e17ff1bedb,Maekotei Intern,Bridgestone,6a82280c-7d74-4b04-a286-5fdfa1569975,BE INTERN Building Digital Future,1,Kab. Karawang,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f3a2b24c-b002-4fa2-9f80-b281d99c0795.png
1411,0924b5f1-6f28-11ed-9cff-0278cb7f6574,Magang Publikasi Literasi,SEAMEO QITEP in Language,0ebf66ce-5f39-4009-befc-09b0d7902f71,Magang Pengembang Publikasi Karya Literasi,12,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9b2751e4-c96e-4f13-aba5-1e14b6c0f180.jpg
1412,2232b9a6-7052-11ed-8312-feb214c74b66,Maintanance ,Dharma Group,f469cca1-88a4-4592-87c2-760285e7b757,Manufacture Industry Development,7,"Cikarang, Kab. Bekasi, Jawa Barat ",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_07a52d95-b140-411e-ae51-8185e9feec19.png
1413,80aa2131-6bd4-11ed-acfa-feb214c74b66,Maintenance Controller,GITS.ID,84a0c19d-fe08-470f-8b1d-a210e8a1c91f,Implementasi dan pengembangan dalam Objective and Key Results,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg
1414,9bda9a08-6b83-11ed-8147-a2c3ec1c6e84,Make Over Digital Transformation Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
1415,f20d1e75-6fcd-11ed-8b84-22d0c8df9d48,MAM Engineer,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1416,3dc2d97f-693b-11ed-b4f9-023305eb73ef,Management HR & GA,ATT Group,2eac3d52-ad39-4d9c-8d2b-be36e90b9452,Management Logistik,30,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_05940313-6a3e-41f8-b320-10bd44a5efe9.jpg
1417,9171565b-6c78-11ed-934e-964ca1abcf1b,MANAGEMENT INFORMATION SPECIALIST,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Human Capital System Analyst,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
1418,c993505d-6b38-11ed-a22e-c63f61abb566,Management System Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Human Resources Corporate Affairs Directorate,1,Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
1419,53d57fba-7cdb-11ed-bd09-2615bc75a6a3,Manajemen Bisnis,Koperasi WUBI,4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,"Manajemen Produksi, Pemasaran Dan Pendanaan Pelaku Usaha Mikro, Kecil Dan Menengah (UMKM)",10,Kota Banda Aceh,OFFLINE,
1420,f8877fd3-7c49-11ed-93aa-e28bf6b6d14d,Manajemen dan Pengelolaan Limbah,Koperasi WUBI,4bb9c2e3-c5a7-4e99-bc52-0f30bf2fd1e5,"Manajemen Produksi, Pemasaran Dan Pendanaan Pelaku Usaha Mikro, Kecil Dan Menengah (UMKM)",10,Kota Banda Aceh,OFFLINE,
1421,f4d44fb2-5385-11ed-b2cf-8e356342aecb,Manajemen SDM,Sekolah Kak Seto Grup,a4db9260-768a-42f7-b963-ca24682e4439,Manajemen Tenaga Kependidikan dan Pembelajaran Sekolah Kak Seto,2,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_891a19d1-8bc0-469a-88a2-1f27e966a409.png
1422,ad414284-704d-11ed-8312-feb214c74b66,Manufacturing,Dharma Group,f469cca1-88a4-4592-87c2-760285e7b757,Manufacture Industry Development,11,"Cikarang, Kab. Bekasi, Jawa Barat ",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_07a52d95-b140-411e-ae51-8185e9feec19.png
1423,fc494e0f-6ef7-11ed-9576-62d54cabf853,Manufacturing Project Officer,Solo Technopark,0df2977a-0d02-45c9-ae59-5530a64acfed,Strategic Taskforce Pengembangan Role Model Technopark Nasional,3,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg
1424,c8f76a9f-6a40-11ed-931a-a6bfdab34a31,Marcomm Employer Branding Marketing Sustainable Campaign and Brand Evangelist Intern,Bank CIMB Niaga,7ee6d215-9ad2-4565-81c1-555e8efb1360,"Employer Branding, Sustainable Campaign and Brand Evangelist",3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png
1425,104bdaa0-8027-11ed-bf55-e28bf6b6d14d,Market Analytics Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,Business Strategy & DEvelopment Of Orbit Customer Touch Point To Accelerate Best Customer Experience,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
1426,60414e73-8029-11ed-bf55-e28bf6b6d14d,Market Analytics Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,Develop Business Financial Services Strategic And Management Campaign For  Grow Telkomsel REDI,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
1427,98cb4077-8074-11ed-b375-2603a0457f29,Market Analytics Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,Creative & Brand Management To Revamp By.U Brand For Digital Newbie Segment,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
1428,8a392f4a-8025-11ed-91e0-ae9e72da6bb1,Market Analytics Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,Business Portfolio And Market Analytics For Orbit As New Business In FMC Era,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
1429,b89a77e0-7f5b-11ed-b2f3-c6fe83fcca68,Marketer,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,3,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
1430,007097b6-7f67-11ed-9af6-e28bf6b6d14d,Marketer,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 3 - Pengembangan Platform Pembelajaran Micro Learning,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
1431,3283473f-7f62-11ed-9af6-e28bf6b6d14d,Marketer,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 2 -  MARICA; Platform Pembelajaran Berbasis Gamifikasi,4,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
1432,23e18035-8123-11ed-8c99-9aeeab388a33,Marketer,Mamminasata Land,fd72409f-67e6-41cf-82a2-0b252b333ef3,Pegembangan Villa & Resort Daar El-Fatih,20,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_77533b48-a827-4257-a2fe-bb8daa1eb2b3.jpg
1433,61930427-7f70-11ed-99cd-aa76604f701e,Marketer,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 4 -  Pengembangan Media Pembelajaran,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
1434,6263dec1-6f86-11ed-9cff-0278cb7f6574,Marketing,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Digistar Internship Direktorat Digital Business,20,"Kota Jakarta Selatan, Kota Bandung",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
1435,59476027-7060-11ed-9540-86f9589d528b,Marketing,Minerva,69aadbe1-6f45-46c1-99e1-414b73c54251,MINERVA SERIES 2023: MSIB Experience Business Development ,16,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ca3cb3e4-1274-4361-b887-798f780ebd68.jpg
1436,90c32cf9-7056-11ed-a7a1-0278cb7f6574,Marketing,Dharma Group,f469cca1-88a4-4592-87c2-760285e7b757,Manufacture Industry Development,3,"Cikarang, Kab. Bekasi, Jawa Barat ",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_07a52d95-b140-411e-ae51-8185e9feec19.png
1437,fece2484-7093-11ed-9540-86f9589d528b,Marketing,Reckitt Indonesia,3b5da4a2-0ec6-47e5-aeb5-eea9492b979f,Commercial Internship,6,Kota Jakarta Selatan,OFFLINE,
1438,33ed5a71-7210-11ed-a27c-eee683b66c25,Marketing,Danamas,c90ef0ae-0e33-4137-8937-715bf954fcee,Internship at Danamas,10,Kota Jakarta Barat,OFFLINE,
1439,921b0c0c-4ec9-11ed-9f30-c28fdeb2b454,Marketing,PT.Garuda Cyber Indonesia,e60fe502-36d3-41a4-971b-b77d1d8239a1, Technology-savvy young generation (Pekanbaru)  ,10,Kota Pekanbaru,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b06d82b0-54ff-4f34-8baf-1622884d7835.png
1440,257840da-6ff9-11ed-ab38-feb214c74b66,Marketing Analyst ,IDCloudHost,82e706c8-0da1-4aae-8901-34de2c3f8fd1,Shaping A Cloud Digital Professional's Character (Pekanbaru),2,Kota Pekanbaru,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9c53001e-2c95-4566-a346-33b39d8c37da.png
1441,fb7145e1-6ed0-11ed-9161-22d0c8df9d48,Marketing Analytic and Insight - Intern,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
1442,008e0a53-55ad-11ed-adef-fa00dd4e79e4,Marketing and Partnership Management,LAZNAS LMI,c437ac76-e7de-4631-b0bd-c9fb0a710149,Fundraising Management,20,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8bd22218-9063-455a-bf9e-b4a6ad421f9a.jpg
1443,3d94b303-810c-11ed-8834-ae9e72da6bb1,MARKETING AND SALES ASSISTANT,PT Pegadaian - MAGENTA,c50501ea-40d1-451c-a607-cdd668df8964,PEGADAIAN MAGENTA - DIAMOND PROGRAM BATCH II,20,Kab. Banyumas,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3478bc0c-4a54-444c-970f-cb457437025c.png
1444,7da52841-6c7f-11ed-9b00-0278cb7f6574,Marketing & Business Development Administrator,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",3,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
1445,23b79839-802b-11ed-b375-2603a0457f29,Marketing Communication,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
1446,5bb81a88-6ff8-11ed-83fd-7e8ddab09462,Marketing Communication,KLY (Kapanlagi Youniverse),eb4f2963-619c-4052-96f5-46fb1828d0a3,Enhancing KLY through innovative & awe-inspiring videos,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b0cecca1-6125-4d10-851f-a9b1408071dc.png
1447,527a91df-5384-11ed-9954-8e5ae7ce8135,Marketing & Communication,Sekolah Kak Seto Grup,a4db9260-768a-42f7-b963-ca24682e4439,Manajemen Tenaga Kependidikan dan Pembelajaran Sekolah Kak Seto,5,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_891a19d1-8bc0-469a-88a2-1f27e966a409.png
1448,52aaa7ed-6589-11ed-ac0b-96cc8f5beea7,Marketing Communication Education Content,EDUCOURSE,b4ceff37-a672-44e4-a8e1-7b085afdeac8,MAGANG BERSERTIFIKAT STEM DIGITAL EDUCATOR,15,Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f2ded364-8fcf-484f-99a7-dea63c94c7e7.png
1449,3085a08d-858f-11ed-800f-de2ee9baf231,Marketing Communication  Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1450,8a89a472-8591-11ed-bc9e-4e847600d59a,Marketing Communication Intern (Experience),Traveloka,38b1780f-5eac-4fb2-922b-a38c739477e3,Traveloka Internship Program,1,Kab. Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1c20cb68-13bc-474d-8c50-9bb233cddef6.png
1451,03bca350-60d8-11ed-aaab-4a119f027d25,Marketing Communication - JBA (Jakarta),ASSA,631c1888-6d99-43db-bfff-086dafc150c3,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
1452,8b45cd51-6fbc-11ed-b6f6-62d54cabf853,Marketing Communication & Social Media,Nasi Kulit Malam Minggu Group,381d89c3-cd28-49d4-9052-f9a8d288e605,MM Start Up Program Plus II,35,"Kota Tangerang Selatan, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_286ffb2d-f751-4804-a623-304fca7f4c47.jpg
1453,29471f09-6fd2-11ed-b6f6-62d54cabf853,Marketing Content Creative,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1454,ceeb7b7e-6c9c-11ed-9c3c-feb214c74b66,Marketing Data Analys,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Marketing Data Analytic,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
1455,5e1aea41-6ca6-11ed-8fcc-563600033649,MARKETING DEVELOPMENT AKSESMU,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Optimize Aksesmu Marketing Strategy,4,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
1456,33e0c448-6981-11ed-8014-f69d568c6c8e,Marketing  Digital & Media Communication Intern,Indomaret,56ae1405-fc72-4dee-a6e7-a0e5e68604a1,Indomaret Group Intern Program  (Batch 4) ,10,Indomaret Head Office (Menara PIK) & Indomaret Cabang ,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b94d90b2-07be-4680-bbbf-dbb6b2c0f160.png
1457,61027da9-599d-11ed-b1fc-7a77835150ba,Marketing Graphic Designer Staff,Trans Retail Indonesia,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,Learning Management di Head Office,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg
1458,5a5e2738-73a3-11ed-b861-bedce895e903,Marketing Intern,Shipper,648a1e21-4b5d-4a2c-b02e-2ead74eae085,Shipper Academy Internship Program Season 2.0,15,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png
1459,3ad12efb-5443-11ed-9954-8e5ae7ce8135,Marketing (Makassar),Nusantara Infrastructure,33c404bb-b227-4a65-85dc-9fe9cf434e1e,[MMN-JTSE] Pengembangan Bisnis Perusahaan melalui Optimalisasi Sumber Daya dan Analisa Peluang Improvement,1,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
1460,8cefe975-6b14-11ed-8225-d61b0e2692e7,Marketing Officer,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
1461,5b91ddcb-64c7-11ed-b74d-2af064b3727d,Marketing Officer,The Farmhill,f0e8728d-6dc7-4cf5-84fb-6d1a47950232,Youth Agrigator Internship Program 2,14,Kota Semarang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0ccd522c-aaf8-4e7f-b5c0-3f2c9b3f09b0.png
1462,41fcd19f-6bc9-11ed-acfa-feb214c74b66,Marketing Research Development Specialist,Alfamidi,0948c9f3-2059-465a-b344-f12f1a66077d,MARKETING RESEARCH DEVELOPMENT,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg
1463,9b81a4a3-6fb5-11ed-a7a1-0278cb7f6574,Marketing Staff  (Corporate Service),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1464,312cebf5-8033-11ed-bf55-e28bf6b6d14d,Marketing Strategist,INASTEK,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png
1465,15a0bf13-6fba-11ed-8b84-22d0c8df9d48,Marketing Supervision & Execution (Marketing Strategy & Research Analysis & Sponsorship),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1466,e904ada1-80d5-11ed-82a8-2615bc75a6a3,Marketplace Finance Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Non Commercial [Jakarta],1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
1467,3bc3a5a9-801b-11ed-899c-f6e17ff1bedb,Marketplace Logistics Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Bandung],2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
1468,ec76ac6a-801b-11ed-bf55-e28bf6b6d14d,Marketplace Logistics Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Kelapa Gading] ,2,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
1469,a8be4531-6ef5-11ed-9cff-0278cb7f6574,Marketplace Service Operation,Sekolah.mu,c2bfb0e4-c49c-4e14-abf7-74d21f0aaa05,BLENDED LEARNING EDUCATION INNOVATOR,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c80c2219-0842-4ed0-91f6-31f13a51d45e.png
1470,2351d4eb-70b3-11ed-9540-86f9589d528b,Marketplace Specialist,ELZATTA DAUKY,5fb33177-7656-4eac-b184-9a187592a4e4,Peran Gen Z untuk Indonesia,2,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png
1471,d9a16470-8fd3-11ed-ae16-4e438b5c579a,Market Reasearch & Content Creator Specialist ,Berau Coal,ec0dd4db-c8de-4171-8079-46070738ce4a,23. Sustainability Economic Program & Community Entrepreneurship,1,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg
1472,c71e9bed-5502-11ed-b209-b250481d78c3,Mass Market Commercial Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1473,dd11887b-55a2-11ed-a443-0a3963f6cf56,Mass Segment - A/B testing Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1474,3882c0dd-55a2-11ed-a8a3-d299d3302380,Mass Segment - Creative Development Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1475,9a46f955-55a2-11ed-8e0a-3642855f7e03,Mass Segment - Device Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1476,6b0d2873-55a2-11ed-adef-fa00dd4e79e4,Mass Segment - Digital Content Growth Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1477,fa1bdc54-55a1-11ed-b209-b250481d78c3,Mass Segment - Media Content Management Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1478,8831154c-55a1-11ed-a443-0a3963f6cf56,Mass Segment - Media Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1479,e4c83aa4-6cce-11ed-8441-22d0c8df9d48,Masstige Segment Training & Development Assistant Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Commercial Directorate,1,All over Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
